KO	base_KO	name	symbol	n_isolates	perc_isolates	module	pathways	Actinomyces__(15)	Cutibacterium__(14)	Fusobacterium+Leptotrichia__(13)	Gemella__(5)	Granulicatella__(12)	Haemophilus__(11)	Micrococcus__(7)	Neisseria__(8)	Pauljensenia__(9)	Prevotella__(6)	Rothia__(4)	Staphy.+Nialla__(10)	Strep.I__(1)	Strep.II__(2)	Strep.III__(16)	Veillonella__(3)
K14164	K01878	glycyl-tRNA synthetase [EC:6.1.1.14]	glyQS	78	61.905		map00970 Aminoacyl-tRNA biosynthesis	-0.926	-0.926	0.653	-1.577	0.653	0.861	-1.453	1.008	-1.38	-1.518	-1.577	-0.952	1.56	1.502	1.123	1.172
K01880	K01880	glycyl-tRNA synthetase [EC:6.1.1.14]	GARS, glyS1	48	38.095		map00970 Aminoacyl-tRNA biosynthesis	0.926	0.926	-0.653	1.577	-0.653	-0.861	1.453	-1.008	1.38	1.518	1.577	0.952	-1.56	-1.502	-1.123	-1.172
K01886	K01886	glutaminyl-tRNA synthetase [EC:6.1.1.18]	QARS, glnS	33	26.19		map00970 Aminoacyl-tRNA biosynthesis,map01100 Metabolic pathways	-0.263	1.171	-0.413	-0.877	-0.413	1.557	-0.764	1.724	-0.697	1.795	-0.877	-0.26	-1.298	-1.244	-0.877	1.922
K01889	K01889	phenylalanyl-tRNA synthetase alpha chain [EC:6.1.1.20]	FARSA, pheS	125	99.206		map00970 Aminoacyl-tRNA biosynthesis	-1.217	-1.217	-1.067	-0.611	-1.067	-0.864	-0.722	-0.722	-1.818	-0.663	-0.611	-0.787	-0.21	-0.26	-0.611	-0.564
K01893	K01893	asparaginyl-tRNA synthetase [EC:6.1.1.22]	NARS, asnS	83	65.873		map00970 Aminoacyl-tRNA biosynthesis	-1.003	-1.003	0.578	1.045	0.578	0.785	-1.535	-1.535	-1.462	0.991	-1.663	0.863	1.476	1.42	1.045	-1.719
K01894	K01894	glutamyl-Q tRNA(Asp) synthetase [EC:6.1.1.-]	gluQ	30	23.81		 	-0.208	1.229	-0.359	-0.821	-0.359	-0.564	1.376	1.79	1.709	-0.768	1.931	-0.642	-1.24	-1.186	-0.821	-0.87
K01895	K01895	acetyl-CoA synthetase [EC:6.2.1.1]	ACSS1_2, acs	32	25.397	Methanogenesis, acetate => methane	map00010 Glycolysis / Gluconeogenesis,map00620 Pyruvate metabolism,map00630 Glyoxylate and dicarboxylate metabolism,map00640 Propanoate metabolism,map00680 Methane metabolism,map00720 Carbon fixation pathways in prokaryotes,map01100 Metabolic pathways,map01110 Biosynthesis of secondary metabolites,map01120 Microbial metabolism in diverse environments,map01200 Carbon metabolism	0.477	1.19	-0.396	-0.859	0.171	-0.601	1.745	-0.325	-0.679	0.75	1.883	1.666	-1.279	-1.225	-0.859	-0.907
K01897	K01897	long-chain acyl-CoA synthetase [EC:6.2.1.3]	ACSL, fadD	63	50	beta-Oxidation, acyl-CoA synthesis	map00061 Fatty acid biosynthesis,map00071 Fatty acid degradation,map01100 Metabolic pathways,map01212 Fatty acid metabolism,map02024 Quorum sensing,map03320 PPAR signaling pathway,map04146 Peroxisome,map04216 Ferroptosis,map04714 Thermogenesis,map04920 Adipocytokine signaling pathway	0.713	0.713	0.866	-1.345	-0.866	1.077	1.227	1.227	1.157	1.289	1.345	1.157	-1.808	-1.745	-1.345	0.647
K01902	K01902	succinyl-CoA synthetase alpha subunit [EC:6.2.1.5]	sucD	51	40.476	Citrate cycle (TCA cycle, Krebs cycle)	map00020 Citrate cycle (TCA cycle),map00640 Propanoate metabolism,map00660 C5-Branched dibasic acid metabolism,map00720 Carbon fixation pathways in prokaryotes,map01100 Metabolic pathways,map01110 Biosynthesis of secondary metabolites,map01120 Microbial metabolism in diverse environments,map01200 Carbon metabolism	0.882	0.882	-0.697	-1.168	-0.697	1.252	1.406	1.406	1.334	1.071	1.528	1.334	-1.609	-1.551	-1.168	-1.218
K01903	K01902	succinyl-CoA synthetase beta subunit [EC:6.2.1.5]	sucC	51	40.476	Citrate cycle (TCA cycle, Krebs cycle)	map00020 Citrate cycle (TCA cycle),map00640 Propanoate metabolism,map00660 C5-Branched dibasic acid metabolism,map00720 Carbon fixation pathways in prokaryotes,map01100 Metabolic pathways,map01110 Biosynthesis of secondary metabolites,map01120 Microbial metabolism in diverse environments,map01200 Carbon metabolism	0.882	0.882	-0.697	-1.168	-0.697	1.252	1.406	1.406	1.334	1.071	1.528	1.334	-1.609	-1.551	-1.168	-1.218
K03644	K01902	lipoyl synthase [EC:2.8.1.8]	lipA, LIAS, LIP1, LIP5	51	40.476	Lipoic acid biosynthesis, plants and bacteria, octanoyl-ACP => dihydrolipoyl-E2/H	map00785 Lipoic acid metabolism,map01100 Metabolic pathways,map01240 Biosynthesis of cofactors	0.882	0.882	-0.697	-1.168	-0.697	1.252	1.406	1.406	1.334	1.071	1.528	1.334	-1.609	-1.551	-1.168	-1.218
K01905	K01905	acetate---CoA ligase (ADP-forming) subunit alpha [EC:6.2.1.13]	acdA	7	5.556		map00010 Glycolysis / Gluconeogenesis,map00620 Pyruvate metabolism,map00640 Propanoate metabolism,map01100 Metabolic pathways,map01120 Microbial metabolism in diverse environments	0.496	0.496	0.346	-0.11	0.346	0.142	0	0.497	3.015	-0.058	-0.11	0.066	-0.515	-0.464	-0.11	-0.158
K22224	K01905	acetate---CoA ligase (ADP-forming) subunit beta [EC:6.2.1.13]	acdB	7	5.556		map00010 Glycolysis / Gluconeogenesis,map00620 Pyruvate metabolism,map00640 Propanoate metabolism,map01100 Metabolic pathways,map01120 Microbial metabolism in diverse environments	0.496	0.496	0.346	-0.11	0.346	0.142	0	0.497	3.015	-0.058	-0.11	0.066	-0.515	-0.464	-0.11	-0.158
K01906	K01906	6-carboxyhexanoate--CoA ligase [EC:6.2.1.14]	bioW	15	11.905	Biotin biosynthesis, BioW pathway, pimelate => pimeloyl-CoA => biotin	map00780 Biotin metabolism,map01100 Metabolic pathways,map01240 Biosynthesis of cofactors	0.15	1.616	0	-0.458	0	-0.204	-0.347	-0.347	-0.281	-0.406	-0.458	0.954	-0.867	-0.815	-0.458	2.629
K01907	K01907	acetoacetyl-CoA synthetase [EC:6.2.1.16]	AACS, acsA	2	1.587		map00280 Valine, leucine and isoleucine degradation,map00650 Butanoate metabolism,map01100 Metabolic pathways	0.991	0.991	0.842	0.386	0.842	0.638	1.294	1.294	0.562	0.438	0.386	0.562	-0.016	0.034	0.386	0.339
K01909	K01909	long-chain-fatty-acid--[acyl-carrier-protein] ligase [EC:6.2.1.20]	mbtM	9	7.143		map00071 Fatty acid degradation	0.386	0.386	0.236	3.65	0.236	0.032	-0.11	-0.11	-0.044	-0.169	-0.221	-0.044	-0.627	-0.575	-0.221	-0.269
K03658	K01909	DNA helicase IV [EC:5.6.2.4]	helD	9	7.143		 	0.386	0.386	0.236	3.65	0.236	0.032	-0.11	-0.11	-0.044	-0.169	-0.221	-0.044	-0.627	-0.575	-0.221	-0.269
K06157	K01909	Gnt-II system L-idonate transporter	idnT	9	7.143		 	0.386	0.386	0.236	3.65	0.236	0.032	-0.11	-0.11	-0.044	-0.169	-0.221	-0.044	-0.627	-0.575	-0.221	-0.269
K09931	K01909	uncharacterized protein	K09931	9	7.143		 	0.386	0.386	0.236	3.65	0.236	0.032	-0.11	-0.11	-0.044	-0.169	-0.221	-0.044	-0.627	-0.575	-0.221	-0.269
K16321	K01909	high-affinity gluconate transporter	gntP	9	7.143		 	0.386	0.386	0.236	3.65	0.236	0.032	-0.11	-0.11	-0.044	-0.169	-0.221	-0.044	-0.627	-0.575	-0.221	-0.269
K19465	K01909	mitochondrial genome maintenance exonuclease 1 [EC:3.1.-.-]	MGME1, DDK1	9	7.143		 	0.386	0.386	0.236	3.65	0.236	0.032	-0.11	-0.11	-0.044	-0.169	-0.221	-0.044	-0.627	-0.575	-0.221	-0.269
K01910	K01910	[citrate (pro-3S)-lyase] ligase [EC:6.2.1.22]	citC	8	6.349		map02020 Two-component system	0.438	0.438	1.591	-0.169	2.178	1.542	-0.058	-0.058	0.008	-0.117	-0.169	0.008	-0.574	-0.523	-0.169	-0.216
K05964	K01910	holo-ACP synthase [EC:2.7.7.61]	citX	8	6.349		map02020 Two-component system	0.438	0.438	1.591	-0.169	2.178	1.542	-0.058	-0.058	0.008	-0.117	-0.169	0.008	-0.574	-0.523	-0.169	-0.216
K05966	K01910	triphosphoribosyl-dephospho-CoA synthase [EC:2.4.2.52]	citG	8	6.349		map02020 Two-component system	0.438	0.438	1.591	-0.169	2.178	1.542	-0.058	-0.058	0.008	-0.117	-0.169	0.008	-0.574	-0.523	-0.169	-0.216
K13927	K01910	holo-ACP synthase / triphosphoribosyl-dephospho-CoA synthase [EC:2.7.7.61 2.4.2.52]	citXG	8	6.349		map02020 Two-component system	0.438	0.438	1.591	-0.169	2.178	1.542	-0.058	-0.058	0.008	-0.117	-0.169	0.008	-0.574	-0.523	-0.169	-0.216
K13930	K01910	triphosphoribosyl-dephospho-CoA synthase [EC:2.4.2.52]	mdcB	8	6.349		 	0.438	0.438	1.591	-0.169	2.178	1.542	-0.058	-0.058	0.008	-0.117	-0.169	0.008	-0.574	-0.523	-0.169	-0.216
K01912	K01912	phenylacetate-CoA ligase [EC:6.2.1.30]	paaK	36	28.571	Phenylacetate degradation, phenylaxetate => acetyl-CoA/succinyl-CoA	map00360 Phenylalanine metabolism,map01100 Metabolic pathways,map01120 Microbial metabolism in diverse environments,map05111 Biofilm formation - Vibrio cholerae	-0.314	-0.314	0.719	-0.93	-0.465	-0.212	1.663	-0.398	-0.749	-0.876	-0.93	-0.314	1.284	-0.058	-0.156	-0.979
K01914	K01914	aspartate--ammonia ligase [EC:6.3.1.1]	asnA	52	41.27		map00250 Alanine, aspartate and glutamate metabolism,map00460 Cyanoamino acid metabolism,map01100 Metabolic pathways,map01110 Biosynthesis of secondary metabolites,map01230 Biosynthesis of amino acids	-0.559	-0.559	1.023	-1.183	-0.711	1.237	-1.067	-1.067	-0.998	0.401	-1.183	-0.998	0.439	1.243	1.512	-1.233
K01916	K01916	NAD+ synthase [EC:6.3.1.5]	nadE	101	80.159	NAD biosynthesis, aspartate => quinolinate => NAD	map00760 Nicotinate and nicotinamide metabolism,map01100 Metabolic pathways,map01240 Biosynthesis of cofactors	-1.334	-1.334	0.258	0.719	0.258	-1.736	0.607	0.181	-1.83	-1.994	0.719	0.54	0.773	1.081	0.719	0.767
K01918	K01918	pantoate--beta-alanine ligase [EC:6.3.2.1]	panC	52	41.27	Pantothenate biosynthesis, valine/L-aspartate => pantothenate	map00410 beta-Alanine metabolism,map00770 Pantothenate and CoA biosynthesis,map01100 Metabolic pathways,map01110 Biosynthesis of secondary metabolites,map01240 Biosynthesis of cofactors	0.868	-0.559	-0.711	-1.183	-0.711	-0.92	0.979	1.39	1.319	1.454	1.512	1.319	-1.625	-1.567	-1.183	0.816
K01919	K01919	glutamate--cysteine ligase [EC:6.3.2.2]	gshA	71	56.349	Glutathione biosynthesis, glutamate => glutathione	map00270 Cysteine and methionine metabolism,map00480 Glutathione metabolism,map01100 Metabolic pathways,map01240 Biosynthesis of cofactors	-0.825	-0.825	-0.979	1.227	-0.979	0.963	-1.345	1.111	-1.274	-1.408	-1.466	-0.845	1.674	1.615	1.227	-1.519
K01920	K01920	glutathione synthase [EC:6.3.2.3]	gshB	21	16.667	Glutathione biosynthesis, glutamate => glutathione	map00270 Cysteine and methionine metabolism,map00480 Glutathione metabolism,map01100 Metabolic pathways,map01240 Biosynthesis of cofactors	-0.016	-0.016	1.601	-0.627	-0.167	-0.372	-0.515	2.038	-0.449	-0.574	-0.627	0	-1.039	-0.986	-0.627	2.285
K03610	K01920	septum site-determining protein MinC	minC	21	16.667		 	-0.016	-0.016	1.601	-0.627	-0.167	-0.372	-0.515	2.038	-0.449	-0.574	-0.627	0	-1.039	-0.986	-0.627	2.285
K01932	K01932	gamma-polyglutamate synthase [EC:6.3.2.-]	capB, pgsB	29	23.016	Bacillus anthracis pathogenicity signature, polyglutamic acid capsule biosynthesis	 	-0.189	-0.189	-0.339	-0.802	-0.339	-0.545	-0.689	-0.689	1.732	-0.748	1.956	1.301	-1.22	-1.166	1.956	-0.85
K01935	K01935	dethiobiotin synthetase [EC:6.3.3.3]	bioD	31	24.603	Biotin biosynthesis, pimeloyl-ACP/CoA => biotin	map00780 Biotin metabolism,map01100 Metabolic pathways,map01240 Biosynthesis of cofactors	-0.226	1.209	1.37	-0.84	-0.377	1.598	-0.306	1.767	-0.66	-0.787	-0.84	0.517	-1.26	-1.206	-0.84	1.97
K01937	K01937	CTP synthase [EC:6.3.4.2]	pyrG, CTPS	116	92.063	Pyrimidine ribonucleotide biosynthesis, UMP => UDP/UTP,CDP/CTP	map00240 Pyrimidine metabolism,map01100 Metabolic pathways,map01232 Nucleotide metabolism,map01240 Biosynthesis of cofactors	-1.106	-0.339	-1.459	0.269	-2.036	0.015	0.158	0.158	-0.845	0.216	0.269	0.092	-0.106	0.623	0.269	0.316
K01938	K01938	formate--tetrahydrofolate ligase [EC:6.3.4.3]	fhs	107	84.921	C1-unit interconversion, prokaryotes	map00670 One carbon pool by folate,map00720 Carbon fixation pathways in prokaryotes,map01100 Metabolic pathways,map01120 Microbial metabolism in diverse environments,map01200 Carbon metabolism,map01240 Biosynthesis of cofactors	-0.034	-0.034	0.116	0.575	0.116	-1.911	-2.111	0.029	-2.015	0.523	0.575	0.398	0.986	0.934	0.575	0.623
K01941	K01941	urea carboxylase [EC:6.3.4.6]	E6.3.4.6	20	15.873		map00220 Arginine biosynthesis,map00791 Atrazine degradation,map01100 Metabolic pathways	0.008	0.008	1.067	-0.602	-0.142	0.128	-0.49	0.351	-0.424	-0.549	-0.602	1.544	-1.013	-0.961	-0.602	2.328
K01953	K01953	asparagine synthase (glutamine-hydrolysing) [EC:6.3.5.4]	asnB, ASNS	23	18.254		map00250 Alanine, aspartate and glutamate metabolism,map01100 Metabolic pathways,map01110 Biosynthesis of secondary metabolites,map01230 Biosynthesis of amino acids	1.381	-0.064	-0.214	-0.674	-0.214	-0.419	1.974	-0.134	-0.496	-0.622	-0.268	-0.05	-1.088	-0.668	-0.674	2.207
K01955	K01955	carbamoyl-phosphate synthase large subunit [EC:6.3.5.5]	carB, CPA2	117	92.857	De novo pyrimidine biosynthesis, glutamine (+ PRPP) => UMP	map00240 Pyrimidine metabolism,map00250 Alanine, aspartate and glutamate metabolism,map01100 Metabolic pathways,map01240 Biosynthesis of cofactors	-0.386	-0.386	-0.236	0.221	-2.102	-1.459	0.11	0.11	0.044	0.169	0.221	0.044	-0.168	0.575	0.221	-0.176
K01956	K01956	carbamoyl-phosphate synthase small subunit [EC:6.3.5.5]	carA, CPA1	115	91.27	De novo pyrimidine biosynthesis, glutamine (+ PRPP) => UMP	map00240 Pyrimidine metabolism,map00250 Alanine, aspartate and glutamate metabolism,map01100 Metabolic pathways,map01240 Biosynthesis of cofactors	-0.295	-0.295	-0.145	0.312	-1.978	-2.291	0.201	0.201	0.135	0.26	0.312	0.135	-0.05	0.667	0.312	-0.071
K01958	K01958	pyruvate carboxylase [EC:6.4.1.1]	PC, pyc	25	19.841	Reductive citrate cycle (Arnon-Buchanan cycle)	map00020 Citrate cycle (TCA cycle),map00620 Pyruvate metabolism,map00720 Carbon fixation pathways in prokaryotes,map01100 Metabolic pathways,map01120 Microbial metabolism in diverse environments,map01200 Carbon metabolism,map01230 Biosynthesis of amino acids	-0.108	1.334	-0.258	-0.719	-0.258	-0.463	1.915	-0.607	-0.54	-0.666	-0.315	1.398	-1.134	-1.081	-0.719	2.138
K01960	K01960	pyruvate carboxylase subunit B [EC:6.4.1.1]	pycB	32	25.397	Reductive citrate cycle (Arnon-Buchanan cycle)	map00020 Citrate cycle (TCA cycle),map00620 Pyruvate metabolism,map00720 Carbon fixation pathways in prokaryotes,map01100 Metabolic pathways,map01120 Microbial metabolism in diverse environments,map01200 Carbon metabolism,map01230 Biosynthesis of amino acids	-0.245	1.19	1.351	-0.859	1.351	1.577	-0.746	-0.325	-0.679	1.817	-0.859	-0.679	-1.279	-1.225	-0.859	1.945
K01962	K01962	acetyl-CoA carboxylase carboxyl transferase subunit alpha [EC:6.4.1.2 2.1.3.15]	accA	99	78.571	Fatty acid biosynthesis, initiation	map00061 Fatty acid biosynthesis,map00620 Pyruvate metabolism,map00640 Propanoate metabolism,map00720 Carbon fixation pathways in prokaryotes,map01100 Metabolic pathways,map01110 Biosynthesis of secondary metabolites,map01120 Microbial metabolism in diverse environments,map01200 Carbon metabolism,map01212 Fatty acid metabolism	0.149	0.149	0.3	-2.009	0.3	0.505	0.649	0.649	0.582	-1.938	0.761	0.582	1.178	1.125	0.761	-2.077
K01963	K01962	acetyl-CoA carboxylase carboxyl transferase subunit beta [EC:6.4.1.2 2.1.3.15]	accD	99	78.571	Fatty acid biosynthesis, initiation	map00061 Fatty acid biosynthesis,map00620 Pyruvate metabolism,map00640 Propanoate metabolism,map00720 Carbon fixation pathways in prokaryotes,map01100 Metabolic pathways,map01110 Biosynthesis of secondary metabolites,map01120 Microbial metabolism in diverse environments,map01200 Carbon metabolism,map01212 Fatty acid metabolism	0.149	0.149	0.3	-2.009	0.3	0.505	0.649	0.649	0.582	-1.938	0.761	0.582	1.178	1.125	0.761	-2.077
K01965	K01965	propionyl-CoA carboxylase alpha chain [EC:6.4.1.3]	PCCA, pccA	20	15.873	Ethylmalonyl pathway	map00280 Valine, leucine and isoleucine degradation,map00630 Glyoxylate and dicarboxylate metabolism,map00640 Propanoate metabolism,map01100 Metabolic pathways,map01110 Biosynthesis of secondary metabolites,map01120 Microbial metabolism in diverse environments,map01200 Carbon metabolism	0.008	0.008	0.437	-0.602	-0.142	-0.347	-0.49	-0.057	-0.424	2.161	-0.602	-0.424	-1.013	-0.961	-0.602	2.328
K01966	K01966	propionyl-CoA carboxylase beta chain [EC:6.4.1.3 2.1.3.15]	PCCB, pccB	37	29.365	Ethylmalonyl pathway	map00280 Valine, leucine and isoleucine degradation,map00630 Glyoxylate and dicarboxylate metabolism,map00640 Propanoate metabolism,map01100 Metabolic pathways,map01110 Biosynthesis of secondary metabolites,map01120 Microbial metabolism in diverse environments,map01200 Carbon metabolism	-0.331	1.101	-0.482	-0.947	-0.482	-0.689	1.644	-0.415	-0.766	1.712	1.776	-0.766	-1.372	-1.317	-0.947	1.835
K01971	K01971	bifunctional non-homologous end joining protein LigD [EC:6.5.1.1]	ligD	25	19.841		map03450 Non-homologous end-joining	1.334	-0.108	-0.258	-0.719	-0.258	-0.463	1.915	-0.181	1.83	-0.666	1.673	-0.097	-1.134	-1.081	-0.719	-0.767
K01975	K01975	RNA 2',3'-cyclic 3'-phosphodiesterase [EC:3.1.4.58]	thpR	15	11.905		 	0.15	0.15	0	-0.458	0	-0.204	1.117	0.097	-0.281	-0.406	2.513	0.18	-0.867	-0.815	-0.458	-0.506
K01989	K01989	putative tryptophan/tyrosine transport system substrate-binding protein	K01989	83	65.873		 	-1.003	-1.003	0.578	1.045	0.578	-0.483	0.515	-1.124	-1.462	-1.602	-1.663	-1.462	1.476	1.42	1.045	1.094
K05832	K01989	putative tryptophan/tyrosine transport system permease protein	K05832	83	65.873		 	-1.003	-1.003	0.578	1.045	0.578	-0.483	0.515	-1.124	-1.462	-1.602	-1.663	-1.462	1.476	1.42	1.045	1.094
K05833	K01989	putative tryptophan/tyrosine transport system ATP-binding protein	K05833	83	65.873		 	-1.003	-1.003	0.578	1.045	0.578	-0.483	0.515	-1.124	-1.462	-1.602	-1.663	-1.462	1.476	1.42	1.045	1.094
K01991	K01991	polysaccharide biosynthesis/export protein	wza, gfcE	58	46.032		map02020 Two-component system,map02026 Biofilm formation - Escherichia coli	-0.643	-0.643	-0.796	-1.271	-0.796	-0.552	0.888	1.3	-1.085	1.363	1.42	-1.085	-1.724	1.136	-1.271	1.472
K01992	K01992	ABC-2 type transport system permease protein	ABC-2.P	115	91.27		 	-0.295	-0.295	-0.145	0.312	-0.145	-0.443	0.201	0.201	0.135	0.26	0.312	0.135	0.719	0.667	0.312	-3.209
K01993	K01993	HlyD family secretion protein	ABC-2.TX	15	11.905		 	0.15	0.15	0	-0.458	0	-0.204	-0.347	0.097	-0.281	2.403	-0.458	2.183	-0.867	-0.815	-0.458	-0.506
K01995	K01995	branched-chain amino acid transport system ATP-binding protein	livG	68	53.968		map02010 ABC transporters,map02024 Quorum sensing	-0.783	-0.783	0.796	-1.42	0.796	-1.149	-0.888	-0.888	-1.229	-1.363	-1.42	-0.801	1.724	1.664	1.271	1.322
K01996	K01995	branched-chain amino acid transport system ATP-binding protein	livF	68	53.968		map02010 ABC transporters,map02024 Quorum sensing	-0.783	-0.783	0.796	-1.42	0.796	-1.149	-0.888	-0.888	-1.229	-1.363	-1.42	-0.801	1.724	1.664	1.271	1.322
K01997	K01995	branched-chain amino acid transport system permease protein	livH	68	53.968		map02010 ABC transporters,map02024 Quorum sensing	-0.783	-0.783	0.796	-1.42	0.796	-1.149	-0.888	-0.888	-1.229	-1.363	-1.42	-0.801	1.724	1.664	1.271	1.322
K01998	K01995	branched-chain amino acid transport system permease protein	livM	68	53.968		map02010 ABC transporters,map02024 Quorum sensing	-0.783	-0.783	0.796	-1.42	0.796	-1.149	-0.888	-0.888	-1.229	-1.363	-1.42	-0.801	1.724	1.664	1.271	1.322
K01999	K01999	branched-chain amino acid transport system substrate-binding protein	livK	69	54.762		map02010 ABC transporters,map02024 Quorum sensing	-0.797	-0.797	0.782	-1.435	0.782	-0.71	-0.903	-0.903	-1.244	-1.378	-1.435	-0.815	1.707	1.647	1.257	1.307
K02000	K02000	glycine betaine/proline transport system ATP-binding protein [EC:7.6.2.9]	proV	16	12.698		map02010 ABC transporters	1.581	1.581	-0.031	-0.49	-0.031	0.247	0.063	-0.379	-0.312	-0.437	-0.49	2.136	0.261	-0.847	-0.49	-0.538
K02001	K02001	glycine betaine/proline transport system permease protein	proW	21	16.667		map02010 ABC transporters	1.432	1.432	1.039	-0.627	-0.167	-0.372	-0.084	-0.515	-0.449	-0.574	-0.627	0	0.086	-0.264	-0.627	1.23
K02002	K02002	glycine betaine/proline transport system substrate-binding protein	proX	17	13.492		map02010 ABC transporters	1.548	1.548	-0.061	-0.52	-0.061	-0.265	0.031	-0.408	-0.342	0.649	-0.52	1.653	0.221	-0.877	-0.52	-0.567
K02003	K02003	putative ABC transport system ATP-binding protein	ABC.CD.A	119	94.444		 	-0.496	-0.496	-0.346	0.11	-0.346	-0.142	0	0	-0.066	-3.074	0.11	-0.066	0.515	0.464	0.11	0.158
K02004	K02003	putative ABC transport system permease protein	ABC.CD.P	119	94.444		 	-0.496	-0.496	-0.346	0.11	-0.346	-0.142	0	0	-0.066	-3.074	0.11	-0.066	0.515	0.464	0.11	0.158
K02005	K02005	HlyD family secretion protein	ABC.CD.TX	84	66.667		 	0.411	-1.018	0.562	-1.681	-1.175	-1.394	-1.553	-1.141	0.847	0.975	-1.681	0.414	1.459	1.403	1.029	1.078
K02006	K02006	cobalt/nickel transport system ATP-binding protein	cbiO	72	57.143		map02010 ABC transporters	-0.839	0.587	0.74	-1.481	0.74	0.948	0.683	-1.36	-1.289	-1.423	-1.481	-1.289	0.969	0.517	1.212	1.263
K02007	K02007	cobalt/nickel transport system permease protein	cbiM	28	22.222		map02010 ABC transporters	-0.169	1.269	0.873	-0.782	1.432	1.664	-0.67	-0.67	-0.603	-0.729	-0.782	-0.603	0.531	-1.146	1.204	-0.83
K02008	K02008	cobalt/nickel transport system permease protein	cbiQ	82	65.079		map02010 ABC transporters	-0.987	0.442	0.031	1.061	0.593	0.8	0.531	-1.519	-1.445	-1.585	-1.645	0.879	1.493	1.437	1.061	-1.701
K02009	K02009	cobalt/nickel transport protein	cbiN	9	7.143		map02010 ABC transporters	0.386	1.894	2.102	-0.221	0.236	0.032	-0.11	-0.11	-0.044	-0.169	-0.221	-0.044	0.673	-0.575	-0.221	-0.269
K02010	K02010	iron(III) transport system ATP-binding protein [EC:7.2.2.7]	afuC, fbpC	100	79.365		map02010 ABC transporters	0.129	-1.312	-0.292	0.741	0.279	0.485	0.629	0.629	-1.804	-1.965	-2.038	0.562	1.156	1.103	0.741	0.789
K02011	K02011	iron(III) transport system permease protein	afuB, fbpB	38	30.159		map02010 ABC transporters	-0.347	-0.347	0.684	0.987	0.065	1.463	1.213	-0.433	-0.783	-0.505	-0.964	0.385	-1.39	0.728	-0.964	-1.013
